Unique number,"Возраст, полных лет",Гражданство,Стаж вождения,Пол,КБМ,Город,Марка,Модель,Тип ТС ,Год выпуска,Расположение руля,Объём двигателя,Цвет,Период страхования,Страховая премия,Льготы,Дата проишествия,Регион ДТП,Сумма убытка
c499375fd11ff5c706d757b16c848f1e,55,Казахстан,20,М,8,Алматы,RX 350,Lexus,Легковые автомобили,01/12/2007,Слева,3500,черный,05.06.2013-04.06.2014,16277,,,,
c5ca0f08644c162afe2fabc5c336b53c,46,Казахстан,12,Ж,4,Нур-Султан,RX 300,Lexus,Легковые автомобили,01/12/2004,Слева,3000,серебристый металлик архивный,22.05.2013-21.05.2014,15803,,,,
c5e29d2b4afd262107c2dc517ee29cdc,60,Казахстан,12,Ж,9,Нур-Султан,LX 570,Lexus,Легковые автомобили,01/12/2008,Слева,5700,белый,23.06.2013-22.06.2014,11115,,,,
c7b3f0c6720e300737239fa827b47c61,27,Казахстан,9,М,7,Алматы,RX 300,Lexus,Легковые автомобили,01/12/2001,Слева,2995,серебристый металлик архивный,24.05.2013-23.05.2014,18800,,,,
ca50d94386a24b8b8415a2fe25c72f9f,54,Казахстан,22,М,9,Кокшетау,RX 330,Lexus,Легковые автомобили,01/12/2005,Слева,3300,темно-синий металлик,21.06.2013-20.06.2014,10979,,,,
caaf78f094d1b6e3d5625ccbdab660a2,38,Казахстан,17,Ж,8,Алматы,GS 300,Lexus,Легковые автомобили,01/12/2006,Слева,3000,темно-синий металлик,05.06.2013-20.05.2014,7040,,09/10/2013,Алматы,
cab7e051c418732acebc5fef64643ac9,38,Казахстан,12,М,8,Мамлютка,RX 330,Lexus,Легковые автомобили,01/12/2004,Слева,3311,белый,29.05.2013-28.05.2014,6034,,,,
cac2742e20b48e5e84988e3a84d31c04,24,Казахстан,6,М,1,Нур-Султан,GS 300,Lexus,Легковые автомобили,01/12/2006,Слева,2995,темно-серый,23.06.2013-22.12.2013,6252,,,,
cbd8dac916f5c61339689a7fbfa4ce92,60,Казахстан,19,М,9,Кокшетау,LX 570,Lexus,Легковые автомобили,01/12/2010,Слева,5700,черный,19.06.2013-18.06.2014,6351,,,,
cc6ce10c90b7788897d3b6822824b05d,46,Казахстан,18,Ж,8,Нур-Султан,RX 350,Lexus,Легковые автомобили,01/12/2007,Слева,3500,белый металлик,27.06.2013-26.12.2013,5404,,,,
cd2491e9bea4b32ecc8395fdaab56b63,51,Казахстан,9,Ж,9,Алматы,RX 300,Lexus,Легковые автомобили,01/12/2000,Слева,3000,белый,21.06.2013-20.06.2014,15667,,,,
cda6e18946afd24ba95afaac592bd0d1,48,Казахстан,13,Ж,9,Бесагашский с.о.,RX 300,Lexus,Легковые автомобили,01/12/1999,Слева,3000,черный,21.05.2013-20.05.2014,24619,,,,
ce6c78b3abb0053ec22f0b7b1f8d84bf,38,Казахстан,18,М,6,Кызылорда,ES 300,Lexus,Легковые автомобили,01/12/2003,Слева,3000,серебристый,06.06.2013-05.06.2014,7005,,,,
cea9d71f1ba4b7e3948549cff7454d27,63,Казахстан,46,М,9,Актау,LX 470,Lexus,Легковые автомобили,01/12/2005,Слева,4664,белый,01.06.2013-31.05.2014,6087,,,,
d0007134147a341a79b8983b1c2203cd,81,Казахстан,61,М,9,Алматы,IS 250,Lexus,Легковые автомобили,01/12/2010,Слева,2500,бордовый,31.05.2013-30.05.2014,14243,Инвалид ,,,
d0007134147a341a79b8983b1c2203cd,81,Казахстан,61,М,9,Алматы,RX 450 h,Lexus,Легковые автомобили,01/12/2011,Слева,3456,голубой,27.06.2013-30.05.2014,13189,Инвалид ,,,
d0007134147a341a79b8983b1c2203cd,81,Казахстан,61,М,9,Алматы,RX 450 h,Lexus,Легковые автомобили,01/12/2011,Слева,3456,голубой,31.05.2013-30.05.2014,14243,Инвалид ,,,
d0a2f653ab5bafa31b8523234829ae55,48,Казахстан,20,Ж,8,Алматы,LX 570,Lexus,Легковые автомобили,01/12/2007,Слева,5700,белый,16.06.2013-15.06.2014,15260,,,,
d351456795ed705e808d4aa31533a2b1,41,Казахстан,15,Ж,8,Алматы,RX 300,Lexus,Легковые автомобили,01/01/1999,Слева,3000,серебристый металлик архивный,30.06.2013-29.06.2014,17905,,,,
d3d1b0220f8de4f75f686704cb012262,34,Казахстан,12,Ж,9,Алматы,RX 300,Lexus,Легковые автомобили,01/12/2000,Слева,3000,серебристый,31.05.2013-30.05.2014,16786,,,,
d5db9abf957f7cffcd4c13940dd0d423,54,Казахстан,19,Ж,8,Алматы,RX 350,Lexus,Легковые автомобили,01/12/2006,Слева,3500,серебристый металлик архивный,21.06.2013-20.06.2014,17294,,,,
d67635fcdc0054f6e15eeb14e7e90b59,39,Казахстан,20,Ж,7,Петропавловск,RX 350,Lexus,Легковые автомобили,01/12/2008,Слева,3500,серый металлик,09.06.2013-08.06.2014,7314,,,,
d75f65bc5bdb03f10dff73dcc48f198f,35,Казахстан,16,М,9,Нур-Султан,LX 570,Lexus,Легковые автомобили,01/12/2012,Слева,5663,темно-серый,21.06.2013-20.06.2014,9431,,,,
d8e7c35d6fd6c2f4a8be7a07c46b2fad,58,Казахстан,19,М,9,Алматы,LX 470,Lexus,Легковые автомобили,01/12/2000,Слева,4700,черный,06.06.2013-05.06.2014,17625,,,,
d9af9bb695c1e944baafbbcea62b2633,47,Казахстан,15,Ж,8,Павлодар,RX 300,Lexus,Легковые автомобили,01/12/2003,Слева,2995,серебристый,18.06.2013-17.06.2014,10476,,,,
daf23172414a029ea5c7917b24a83b62,37,Казахстан,19,М,4,Алматы,RX 400 h,Lexus,Легковые автомобили,01/12/2006,Слева,3311,серебристый металлик архивный,22.06.2013-03.01.2014,10379,,,,
dd1cedf8266cd81357764add045653a6,32,Казахстан,11,М,9,Алматы,RX 330,Lexus,Легковые автомобили,01/12/2005,Слева,3311,серебристый металлик архивный,28.05.2013-27.05.2014,15667,,,,
ddece7b2c11c98067d2afb2c5f9b76a4,46,Казахстан,20,М,8,Петропавловск,RX 300,Lexus,Легковые автомобили,01/12/2005,Слева,2995,серебристый металлик архивный,31.05.2013-29.11.2013,3781,,,,
ddece7b2c11c98067d2afb2c5f9b76a4,46,Казахстан,20,М,9,Петропавловск,RX 300,Lexus,Легковые автомобили,01/12/2005,Слева,2995,серебристый металлик архивный,02.07.2013-01.01.2014,3549,,,,
df43a4ae623608147590e371a77a95f1,56,Казахстан,22,М,8,Кокшетау,RX 330,Lexus,Легковые автомобили,01/12/2004,Слева,3311,серебристый металлик архивный,24.05.2013-23.05.2014,7486,,,,
e5da241611fa8f1391f97a5e3ca12087,65,Казахстан,24,М,5,Нур-Султан,RX 300,Lexus,Легковые автомобили,01/01/2002,Слева,3000,белый,20.06.2013-19.06.2014,14971,,,,
e823d5a0e73fe8bac48df252323dfb72,63,Казахстан,20,М,8,Атырау,ES 300,Lexus,Легковые автомобили,01/12/2003,Слева,3000,черный,13.06.2013-12.06.2014,19221,,,,
e834ac1b52c75f6fd53a8f9acbdc37fe,74,Казахстан,28,М,5,Алматы,RX 330,Lexus,Легковые автомобили,01/12/2003,Слева,3300,черный,08.06.2013-07.06.2014,10071,Инвалид ,,,
e9d2ace16f7df05c9db76bde6ad85be9,49,Казахстан,21,М,9,Петропавловск,RX 350,Lexus,Легковые автомобили,01/12/2007,Слева,3456,белый,01.06.2013-31.05.2014,9051,,,,
ec4b999630b717ec72e852482d93e8c5,47,Казахстан,10,М,6,"Есиль,Есиль",RX 300,Lexus,Легковые автомобили,01/12/1999,Слева,3000,серебристый,11.06.2013-14.05.2014,7764,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,GX 470,Lexus,Легковые автомобили,01/12/2007,Слева,4701,серебристый металлик архивный,19.05.2014-18.05.2015,16786,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,GX 470,Lexus,Легковые автомобили,01/12/2007,Слева,4701,серебристый металлик архивный,21.05.2013-18.05.2014,16694,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,LX 570,Lexus,Легковые автомобили,01/01/2008,Слева,5695,белый,21.05.2013-18.05.2014,16694,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,LX 570,Lexus,Легковые автомобили,01/12/2008,Слева,5695,белый,19.05.2014-18.05.2015,16786,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,RX 350,Lexus,Легковые автомобили,01/01/2007,Слева,3500,серебристый,21.05.2013-18.05.2014,16694,,,,
eccb8eb3470cfa96d809bf822e6a03f6,52,Казахстан,14,Ж,8,Алматы,RX 350,Lexus,Легковые автомобили,01/12/2007,Слева,3500,серебристый,19.05.2014-18.05.2015,16786,,,,
ee40ce36c5d3bdb4a6e16cc71dcb2a78,47,Казахстан,19,Ж,9,Алматы,RX 330,Lexus,Легковые автомобили,01/01/2005,Слева,3300,серебристый,13.06.2013-12.06.2014,15667,,,,
ee931b04bf0901ea8457677066e48dbc,62,Казахстан,20,М,9,Алматы,RX 300,Lexus,Легковые автомобили,01/12/1998,Слева,3000,золотистый металлик,06.06.2013-05.06.2014,20143,Инвалид ,,,
ee999c0c9bc1e71e17bbcc3182ed4b4d,57,Казахстан,16,М,9,Алматы,LX 570,Lexus,Легковые автомобили,01/01/2012,Слева,5663,белый металлик,16.06.2013-15.06.2014,14243,,,,
f100b07cd1442aeab425d7a87c1aa8ae,49,Казахстан,4,М,9,Алматы,GS 300,Lexus,Легковые автомобили,01/01/2003,Слева,3000,серебристый металлик архивный,09.06.2013-08.06.2014,15667,,,,
f1e328cbfe6f4b8317ac992490a52287,62,Казахстан,22,М,8,Атырау,LX 570,Lexus,Легковые автомобили,01/01/2008,Слева,5700,серый металлик,22.06.2013-21.06.2014,16641,,,,
f26f0373a79b13b62b6bf6081cfa9459,25,Казахстан,7,М,4,Алматы,IS,Lexus,Легковые автомобили,01/12/2003,Слева,1988,синий металлик,01.06.2013-31.05.2014,23388,,17/06/2013,Алматы,426880
f349de212f4bb5d1538fb256ec128adf,41,Казахстан,14,Ж,7,Алматы,RX 300,Lexus,Легковые автомобили,01/12/2001,Слева,3000,черный,26.06.2013-25.06.2014,17905,,,,
f3f325e635d086de9610019a7d32cc82,64,Казахстан,44,М,9,Актобе,RX 350,Lexus,Легковые автомобили,01/12/2007,Слева,3456,серебристый металлик архивный,02.06.2013-01.06.2014,6496,,,,
f641b415d77ab0c3189790d7b7b39de9,44,Казахстан,22,М,9,Алматы,RX 330,Lexus,Легковые автомобили,01/12/2003,Слева,3311,серый,28.06.2013-27.06.2014,16786,,,,
f7af4898ef7fe7f338130443249ea1b9,39,Казахстан,12,М,8,Нур-Султан,ES 300,Lexus,Легковые автомобили,01/12/2002,Слева,2995,бежевый,30.05.2013-29.11.2013,6289,,,,
f7f9078c44f29fde75eea4b2b4f31c27,58,Казахстан,12,Ж,9,Атырау,RX 330,Lexus,Легковые автомобили,01/12/2004,Слева,3311,серебристый,04.07.2013-03.07.2014,19221,,,,
f83b7b125fd3ab5fe01fadb0aba0631b,37,Казахстан,3,Ж,9,Алматы,GX 470,Lexus,Легковые автомобили,01/12/2006,Слева,4664,белый,04.06.2013-03.06.2014,14243,,,,
fb212d76cb257af4747f21794dd9f21d,67,Казахстан,7,Ж,9,Алматы,LX 570,Lexus,Легковые автомобили,01/12/2008,Слева,5700,черный,21.05.2013-16.04.2014,17529,,,,
fdd0bfd702c9a0b4b74c385920ae9851,46,Казахстан,16,М,7,Алматы,LX 470,Lexus,Легковые автомобили,01/12/2003,Слева,4700,белый металлик,17.06.2013-30.03.2014,15838,,,,
fdf856cbb1db88d18aa4cb65ce0da517,32,Казахстан,9,М,5,Алматы,GS 300,Lexus,Легковые автомобили,01/12/2007,Слева,3000,белый металлик,27.06.2013-12.04.2014,14549,,,,
fe200c6145562ba52c66846a8b5b34b9,64,Казахстан,41,М,9,Актау,RX 300,Lexus,Легковые автомобили,01/12/2001,Слева,3000,золотистый металлик,21.06.2013-20.06.2014,7391,,,,
fea628360bc33fd674db6af4e5370457,36,Казахстан,17,Ж,6,Алматы,RX 350,Lexus,Легковые автомобили,01/12/2006,Слева,3456,темно-серый,26.05.2013-25.05.2014,17294,,,,
ffb765b2720e669c12b0e1e95bca8d4a,57,Казахстан,19,М,9,Нур-Султан,GX 460,Lexus,Легковые автомобили,01/12/2010,Слева,4600,серебристый металлик архивный,31.05.2013-30.05.2014,11909,,,,
ffb765b2720e669c12b0e1e95bca8d4a,57,Казахстан,19,М,9,Нур-Султан,RX 300,Lexus,Легковые автомобили,01/12/2004,Слева,3300,белый,18.06.2013-17.06.2014,13100,,,,
ffef1aa79482bffbdf5b1244e5cfc14e,46,Казахстан,15,М,8,Кокшетау,GX 470,Lexus,Легковые автомобили,01/12/2003,Слева,4701,серый,20.06.2013-19.12.2013,3753,,,,
ffef1aa79482bffbdf5b1244e5cfc14e,46,Казахстан,15,М,8,Кокшетау,GX 470,Lexus,Легковые автомобили,01/12/2003,Слева,4701,серый,29.06.2013-28.12.2013,4003,,,,
15703893f88899b81199091bdcd1eb6f,35,Казахстан,18,М,9,Алматы,Navigator,Lincoln,Легковые автомобили,01/12/2004,Слева,5410,серебристый металлик архивный,24.06.2013-23.06.2014,15667,,,,
814e4f6aca1334fbb542bfae109a9f41,45,Казахстан,19,Ж,8,Алматы,Navigator,Lincoln,Легковые автомобили,01/12/2004,Слева,5400,черный,21.05.2013-20.05.2014,16786,,,,
c61766f4f3a62a956ddf40acf0bb6ed6,34,Казахстан,16,М,8,Алматы,Town car,Lincoln,Легковые автомобили,01/12/1993,Слева,4601,белый,28.05.2013-27.05.2014,16786,,07/02/2014,Алматы,1111200
06aa47af6cb052e2027d568798d3f90a,41,Казахстан,20,М,9,Алматы,.,Man,Грузовые автомобили,01/12/1998,Слева,11973,белый,19.06.2013-18.06.2014,34096,,,,
20191e7e607f5fda7de6fe1a94363f8f,48,Казахстан,30,М,9,Костанай,.,Man,Грузовые автомобили,01/12/1999,Слева,12816,белый,23.06.2013-22.06.2014,19654,,,,
348c74b00aa71ebcf83b1451bfa3b575,54,Казахстан,16,М,9,Атбасар,.,Man,Грузовые автомобили,01/01/1990,Слева,14000,красный,15.06.2013-29.04.2014,9302,,,,
486ddb539dae0fd11f95c6a9faf4e510,45,Казахстан,16,М,5,"Нур-Султан,Нур-Султан",NUTZFAHRZEUGE,Man,"Автобусы, свыше 16 п/м",01/12/1993,Слева,6871,белый,01.07.2013-30.12.2013,14455,,,,
93bd592ed1898962a69c4f1cbbbe7d91,48,Казахстан,27,М,8,Павлодар,F2000,Man,Грузовые автомобили,01/12/1997,Слева,11967,желтый,30.05.2013-29.05.2014,17603,,,,
aa191b6ad909aacfb6f8b9f74005bed5,38,Казахстан,2,М,8,Алматы,.,Man,Грузовые автомобили,01/12/2000,Слева,12000,зелёный,11.06.2013-10.06.2014,31965,,,,
b9884b5377e0e59ea24869da39f5cd65,40,Казахстан,19,М,8,Нур-Султан,NUTZFAHRZEUGE,Man,"Автобусы, свыше 16 п/м",01/12/1987,Слева,11334,белый,02.07.2013-02.01.2014,13918,,,,
bf5b8a746daa349aadc29f5dc48cce9e,41,Казахстан,24,М,9,Петропавловск,.,Man,Грузовые автомобили,01/01/1996,Слева,6900,комбинированный,19.06.2013-18.06.2014,16278,,,,
c2ba67043e4ed0b17d573cf3f026a0ef,53,Казахстан,10,М,8,Нур-Султан,NUTZFAHRZEUGE,Man,"Автобусы, свыше 16 п/м",01/12/1991,Слева,11418,комбинированный,21.06.2013-20.06.2014,23340,,,,
d037294d94af9fd25334dbe4ac6d9938,51,Казахстан,19,М,9,Кокшетау,26403,Man,Грузовые автомобили,01/12/1998,Слева,11500,оранжевый,07.06.2013-06.03.2014,9951,,,,
f37c2a16be5a073e611f497e1915db1f,63,Казахстан,9,М,9,Костанай,8150,Man,Грузовые автомобили,01/12/1993,Слева,6871,белый,14.06.2013-13.06.2014,19654,,,,
fa5df530b7828b426ac4fbacc4ec3f53,54,Казахстан,18,М,6,Костанай,19372,Man,Грузовые автомобили,01/12/1992,Слева,11967,белый,14.06.2013-13.06.2014,23866,,,,
00359de78c600f4e3a0582eda616f11b,39,Казахстан,11,М,3,Тараз,626,Mazda,Легковые автомобили,01/12/1993,Слева,1840,зеленый металлик,22.05.2013-21.05.2014,7561,,,,
023ba4ead7c20c9db0594aad1d593d81,37,Казахстан,15,М,8,Лозовое,626,Mazda,Легковые автомобили,01/01/1995,Слева,2000,синий металлик,29.06.2013-28.06.2014,5988,,,,
02777a599aba7403f1541f13d164ac3c,76,Казахстан,21,М,8,Нур-Султан,323,Mazda,Легковые автомобили,01/01/1995,Слева,2500,серый металлик,21.05.2013-19.03.2014,5178,Инвалид ,,,
030a267f60aaffa0e04a3d0e8082ae49,44,Казахстан,16,М,4,Алга,626,Mazda,Легковые автомобили,01/12/1993,Слева,2000,синий,21.06.2013-20.12.2013,3890,,,,
0419bf1cfcaccf52499d056504065ac0,51,Казахстан,20,М,5,Алматы,Xedos,Mazda,Легковые автомобили,01/12/1994,Слева,1598,темно-синий металлик,02.07.2013-01.07.2014,20143,,,,
04206d53c511f7fbd321810ff2a9fd29,34,Казахстан,15,М,6,Павлодар,323,Mazda,Легковые автомобили,01/12/1990,Слева,1800,черный,18.06.2013-17.12.2013,5252,,,,
04e77494d05943830a9f9b5f9c0ec5b6,58,Казахстан,20,М,9,Нур-Султан,323,Mazda,Легковые автомобили,01/12/1987,Слева,1500,синий,16.06.2013-15.06.2014,11644,,,,
04f56ced5f9ccd89f4413cc389244bfa,53,Казахстан,10,М,7,Павлодар,626,Mazda,Легковые автомобили,01/12/1994,Слева,2000,вишневый,21.06.2013-20.12.2013,6797,Инвалид ,,,
05b6a1c6afc4c3c48ba42560f6db2650,28,Казахстан,9,М,4,Алматы,626,Mazda,Легковые автомобили,01/12/1992,Слева,2000,серый,25.05.2013-24.05.2014,22325,,,,
05c3a738279e75f679e5fb0781c6c8b4,27,Казахстан,9,М,4,Нур-Султан,626,Mazda,Легковые автомобили,01/12/1988,Слева,1800,светло-бежевый,04.06.2013-03.06.2014,7965,,,,
06405fe2307b2d28607f2fe0b311831a,44,Казахстан,27,М,9,Актобе,Premacy,Mazda,Легковые автомобили,01/01/2004,Слева,1840,зелёный,14.06.2013-13.06.2014,7656,,,,
079f0aaffb8f152570fa821bf4229bb4,40,Казахстан,20,М,8,Кокшетау,Xedos 6,Mazda,Легковые автомобили,01/12/1995,Слева,1995,красный,18.06.2013-17.12.2013,5004,,,,
0852b393b69f5b8e7a25edcc97bcce70,56,Казахстан,19,М,8,Алматы,2,Mazda,Легковые автомобили,01/12/2008,Слева,1300,красный,22.06.2013-21.06.2014,15260,,,,
086caf2410a567d5429cba3ed5e6f70d,34,Казахстан,16,М,8,Кокшетау,626,Mazda,Легковые автомобили,01/12/1994,Слева,1840,красный,29.05.2013-21.02.2014,5517,,,,
092be34ec8d2da2584344c23f77d5793,56,Казахстан,19,М,8,Хрящевка,.,Mazda,Легковые автомобили,01/12/1993,Слева,1991,серебристый металлик архивный,13.06.2013-12.06.2014,5988,,,,
095961ecd1d1ced3b81fda14d4845a9f,51,Казахстан,12,М,6,"Атбасар,Атбасар",Tribute,Mazda,Легковые автомобили,01/12/2001,Слева,3000,серебристый,31.05.2013-30.05.2014,8384,,,,
0a443ff75c5ce5e2d522cdbfe057952f,52,Казахстан,30,М,8,Павлодар,Mpv,Mazda,Легковые автомобили,01/12/2003,Слева,2967,серебристый,21.06.2013-20.06.2014,9706,,,,
0aaa6374f43a60e243a2e36666d27a38,35,Казахстан,15,М,8,Петропавловск,GE,Mazda,Легковые автомобили,01/12/1995,Слева,1840,серебристый,25.05.2013-24.05.2014,7542,,,,
0d0268a2ae5593493f686baaebd84753,61,Казахстан,43,М,9,Актобе,626,Mazda,Легковые автомобили,01/12/1988,Слева,2000,серебристый,08.06.2013-07.06.2014,7145,,,,
0d1f7e1dd92f804521aff80a783aacb8,68,Казахстан,18,М,8,Алматы,Tribute,Mazda,Легковые автомобили,01/01/2000,Слева,3000,серый металлик,11.06.2013-10.06.2014,16786,,,,
0d33dae58ed44e91f0b0151871642bce,32,Казахстан,14,М,6,Кокшетау,BA,Mazda,Легковые автомобили,01/12/1995,Слева,1489,зелёный,31.05.2013-30.05.2014,8484,,,,
0e43b99aaeea3321f42e7259ffccb2d8,58,Казахстан,19,М,9,"Атбасар,Атбасар",626,Mazda,Легковые автомобили,01/01/1994,Слева,2000,красный,28.05.2013-27.05.2014,5589,,,,
0fc8814bde3f83cb7d6eac989dabecf6,38,Казахстан,8,Ж,5,Талдыкорган,626,Mazda,Легковые автомобили,01/12/1998,Слева,1991,зелёный,21.05.2013-20.05.2014,12113,,,,
10304123fb21fc31ff3f206b0baa92c5,26,Казахстан,9,М,6,Петропавловск,CX-7,Mazda,Легковые автомобили,01/12/2006,Слева,2400,вишневый металлик,07.06.2013-16.06.2013,168,,,,
114761fa6335d2a0b74398350158fe04,40,Казахстан,7,М,3,Актобе,323,Mazda,Легковые автомобили,01/12/1995,Слева,1489,синий,26.05.2013-25.05.2014,10718,,09/01/2014,Актобе,381510
11ce626078f7335fe3b2fa2ced137d22,68,Казахстан,22,М,6,Алматы,626,Mazda,Легковые автомобили,01/12/1994,Слева,1840,серебристый,04.06.2013-03.06.2014,19024,Инвалид ,,,
120267d7522c4e4444d264dc469ed972,52,Казахстан,16,М,6,Актобе,626,Mazda,Легковые автомобили,01/12/1996,Слева,1840,зелёный,28.05.2013-27.01.2014,5824,,,,
134c11c863dae3c4d04c2fad00d1739b,35,Казахстан,13,М,8,Нур-Султан,323,Mazda,Легковые автомобили,01/01/1995,Слева,1800,зелёный,02.07.2013-01.07.2014,12476,,,,
140795dd6f3d8a68e3d5bdef19c77e53,33,Казахстан,9,М,6,Алматы,626,Mazda,Легковые автомобили,01/12/1993,Слева,1998,зелёный металлик,02.07.2013-01.07.2014,19024,,,,
140c98d1a2f2714d0e1203b3d43e62a1,65,Казахстан,10,М,7,Петропавловск,Bg,Mazda,Легковые автомобили,01/12/1991,Слева,1324,синий металлик,31.05.2013-30.05.2014,8045,Инвалид ,,,
1430dd6433069e9897a70f4387af7743,51,Казахстан,34,Ж,8,Алматы,323,Mazda,Легковые автомобили,01/12/1999,Слева,1840,зелёный металлик,05.06.2013-04.06.2014,16786,,,,
148628e42ad03c9c7f0f8c720c4381cb,48,Казахстан,21,М,9,Новокиенка,626,Mazda,Легковые автомобили,01/12/1996,Слева,1840,красный,13.06.2013-12.06.2014,5589,,,,
1591f8c6366db0b8455850d841bcffa7,53,Казахстан,5,М,9,Алматы,626,Mazda,Легковые автомобили,01/12/1988,Слева,2169,серебристый металлик архивный,25.06.2013-24.06.2014,15667,,,,
1786bfa21dad8d14d030ecb2b94500ba,47,Казахстан,12,М,9,Нур-Султан,626,Mazda,Легковые автомобили,01/12/1995,Слева,2000,вишневый металлик,12.06.2013-11.06.2014,5589,,,,
18cd713c61a1d54fb19d0cc793068cf0,31,Казахстан,13,М,4,"Есенгельды,Есенгельды",Xedos 6,Mazda,Легковые автомобили,01/12/1995,Слева,1745,синий,13.06.2013-12.12.2013,3803,,,,
1afa374ad63fc594e2bd2310e4c93430,33,Казахстан,15,М,9,Петропавловск,Mpv,Mazda,Легковые автомобили,01/12/2002,Слева,3000,серебристый металлик архивный,18.06.2013-22.06.2013,73,,,,
1afedbeb9061ff6525c80bd03379b3b8,44,Казахстан,17,Ж,5,Алматы,3,Mazda,Легковые автомобили,01/12/2007,Слева,1598,серебристый,08.06.2013-07.06.2014,18312,,,,
1b4ca838e7a5acb327261aacdb574823,49,Казахстан,21,М,8,Костанай,GE,Mazda,Легковые автомобили,01/12/1995,Слева,1840,темно-синий металлик,12.06.2013-11.12.2013,8132,,,,
1b8e1dd5db24c28e224d91d1a1ac7454,35,Казахстан,14,М,7,Павлодар,323,Mazda,Легковые автомобили,01/12/1993,Слева,1598,коричневый,28.06.2013-27.06.2014,9860,,,,
1e13a9ed57f7423b2ed9e7995e047ac7,49,Казахстан,27,М,4,Актобе,5,Mazda,Легковые автомобили,01/12/2007,Слева,2300,синий металлик,27.06.2013-26.06.2014,8816,,,,
2028033f15c729e42dfee209353c99ab,56,Казахстан,22,Ж,5,Алматы,Demio,Mazda,Легковые автомобили,01/12/2002,Слева,1498,светло-синий металлик,22.05.2013-21.05.2014,20143,,,,
209893ed45406c480b600a0eb61cb907,57,Казахстан,20,М,9,Актобе,626,Mazda,Легковые автомобили,01/01/1992,Слева,1991,зелёный,05.07.2013-04.07.2014,10182,,,,
2278f34739a8f234e6a17b1f0c2a9100,53,Казахстан,20,М,9,Алматы,Mpv,Mazda,Легковые автомобили,01/12/1996,Слева,2490,зелёный,07.07.2013-06.07.2014,15667,,,,
22808c231c187638e01ee2af70a8c627,49,Казахстан,20,М,8,"Мариновка,Мариновка",626,Mazda,Легковые автомобили,01/01/1992,Слева,1600,серый,06.06.2013-05.06.2014,5988,,,,
23a317a120e7cfb270922817e0192161,38,Казахстан,13,М,5,Рудный,626,Mazda,Легковые автомобили,01/12/1992,Слева,1991,серебристый металлик архивный,29.06.2013-28.06.2014,13270,,,,
23a63497dd261cab751409bfd058664f,30,Казахстан,7,Ж,5,"Атбасар,Атбасар",323,Mazda,Легковые автомобили,01/12/1994,Слева,1489,темно-зеленый,04.06.2013-03.12.2013,3963,,,,
23f7a3a6dfd6ccf9a8f391af82b46710,77,Казахстан,40,М,8,Семей,626,Mazda,Легковые автомобили,01/12/1984,Слева,1800,серебристо-зелёный,11.06.2013-10.06.2014,5557,Инвалид ,,,
2448237d9c2c21b970f53a7cd9481861,33,Казахстан,3,М,6,"Косшы,Нур-Султан",626,Mazda,Легковые автомобили,01/01/1995,Слева,1991,зелёный,26.05.2013-25.05.2014,14139,,,,
2462e199dda706f17f974778af48b8cf,56,Казахстан,15,М,8,Запорожье,626,Mazda,Легковые автомобили,01/01/1993,Слева,2000,белый,19.06.2013-18.06.2014,6707,,,,
247ecc85b5976558f42cf06e4b5d4d0f,34,Казахстан,14,М,9,Актау,.,Mazda,Легковые автомобили,01/01/1988,Слева,2000,синий,15.06.2013-14.06.2014,6087,,,,
27732cdb9bd3001089d9bcfb22f2b437,58,Казахстан,20,М,9,Кокшетау,626,Mazda,Легковые автомобили,01/12/1998,Слева,1991,серый,31.05.2013-30.05.2014,8484,,,,
2867ce94a13aacb183e59395e94bd2a3,70,Казахстан,40,М,8,Кокшетау,Premacy,Mazda,Легковые автомобили,01/12/2001,Слева,1840,черный,14.06.2013-13.12.2013,1877,Инвалид ,,,
28aa9205ccfee5d9b89c7d9def32bb26,51,Казахстан,17,Ж,6,Кокшетау,626,Mazda,Легковые автомобили,01/12/1991,Слева,1998,серебристый металлик архивный,23.05.2013-22.11.2013,4277,,,,
28ed9aad66e8aef90675f442a27099ec,31,Казахстан,13,Ж,8,Кокшетау,626,Mazda,Легковые автомобили,01/01/1992,Слева,1600,красный,13.06.2013-12.12.2013,3941,,,,
29414ff2044b5c41c78367b079471c8e,40,Казахстан,16,М,6,Енбекшильдерское,323,Mazda,Легковые автомобили,01/12/1990,Слева,1840,серый,29.06.2013-28.12.2013,3429,,,,
2a0795282fcc9617ddc172b2cbdc31ae,50,Казахстан,16,Ж,9,Павлодар,626,Mazda,Легковые автомобили,01/01/1991,Слева,2000,серый,08.06.2013-07.06.2014,8627,,,,
2ba881a056a10bee2dbb3d6958e84e65,32,Казахстан,7,Ж,4,Талдыкорган,Premacy,Mazda,Легковые автомобили,01/12/2001,Слева,1840,зелёный,06.06.2013-05.06.2014,13425,,,,
